Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S04182,Geography,Central Him System.,2025-03-08, Done ,F,-
S03366,Math,Only Magazine Rule.,2024-09-19,Done,C,-
S08469,Math,Pretty Floor Open.,2024-10-24, Done ,B-,Yes
S08943,Arabic,Allow Hour Identify.,2025-01-30, Done ,A,Yes
S05456,Arabic,Glass Little.,2024-10-07,Not Done,A,No
S00079,Science,Try Past.,2024-12-12,Not Done,A,No
S03928,Arabic,Number We Research.,2024-11-26,Done,F,-
S03264,Arabic,Check Allow Situation.,2024-11-12,Done,D,No
S03847,Arabic,Fall Pm.,2024-12-23,Done,F,-
S05570,Geography,Determine Tax Stage.,2025-01-01,Pending,B,No
S09259,History,With Any Finish.,2024-12-19,Not Done,F,No
S06725,History,Unit Age.,2024-10-11,Done,B,Yes
S09797,English,Reduce Leader.,2024-12-16, Done ,A,Yes
S02390,English,Play Kid Friend.,2025-03-06,Done,A,Yes
S09464,Geography,Concern We.,2024-09-12,Done,A,No
S11963,Science,Instead Create.,2024-04-11,Done,F,-
S08696,Arabic,Street Already Character Stock.,2024-12-15,Pending,B,Yes
S03651,English,Three Part.,2024-10-17, Done ,A,Yes
S10252,Math,Son Show Choose.,2025-02-08,Pending,F,-
S03213,History,National Thousand Smile.,2025-01-19, Done ,B-,Yes
S02982,Science,Impact Practice Week.,2024-12-15,Not Done,B,-
S06233,History,Similar Interview First.,2024-10-31, Done ,B-,Yes
S02604,Math,Build Most.,2025-02-25,Not Done,B,Yes
S07564,Geography,For Nice.,2024-10-25, Done ,B,No
S04533,Math,Deal Group Already.,2024-09-28,Not Done,B-,-
S00725,History,Yourself.,2024-10-22,Pending,A,No
S05509,Math,Be Audience Region.,2024-09-08,Not Done,A,No
S01632,Math,Final Question.,2025-03-09,Not Done,B-,No
S05191,English,Technology Somebody.,2025-02-19,Pending,F,-
S09125,English,Partner May.,2025-01-13,Not Done,C,-
S11893,English,Visit Bed.,2024-05-10,Pending,F,-
S11645,Science,Activity House Ago Station.,2025-01-29,Not Done,D,Yes
S03202,English,College Clear.,2024-12-30,Pending,C-,No
S10154,Arabic,Term Evidence Then.,2024-09-26,Not Done,B-,-
S00048,Geography,Foot Not.,2024-11-09, Done ,C,No
S10814,Science,South Give Step.,2024-12-03,Done,B,Yes
S11185,History,Generation Mrs.,2024-11-12,Not Done,F,Yes
S07098,Science,Position Phone.,2025-01-31,Not Done,A,-
S00290,Science,Capital Lead Herself.,2024-09-12,Done,B-,Yes
S07759,English,Here Director Land.,2024-11-15,Pending,A+,-
S01563,Math,Himself Glass Force.,2024-12-23, Done ,C-,-
S11183,Arabic,Senior Nature.,2025-01-13,Not Done,B,No
S03956,Math,Four Sit.,2024-12-28,Done,D,Yes
S02207,History,Include Threat.,2024-11-17,Pending,C-,-
S08930,Math,Six Both Civil.,2024-12-18,Done,A,-
S05027,English,Benefit Issue Read.,2024-10-11,Done,B-,Yes
S05522,Math,Visit Concern Weight.,2024-12-28,Pending,A,No
S08500,Math,Gas.,2025-02-10,Not Done,F,No
S08521,Arabic,Hotel.,2025-01-18,Not Done,B,No
S02168,English,Travel.,2024-11-19,Not Done,A,-
S07285,Geography,Add Magazine Wrong Tax.,2025-02-16,Done,D,-
S03324,Science,Quickly Control Need.,2024-11-01,Not Done,B-,Yes
S03644,History,Site Leg.,2024-09-09,Done,F,-
S05770,Math,Score Process Report.,2025-03-06, Done ,A,Yes
S04252,Arabic,Ground Change.,2025-03-01, Done ,B-,Yes
S06972,Arabic,By Allow.,2024-11-24,Not Done,B,No
S05463,History,Piece.,2024-10-08,Done,C-,No
S05278,English,Ten Human Address.,2024-09-09,Done,F,No
S11925,Arabic,Plan Allow Foreign.,2024-09-17,Not Done,B,-
S03903,Geography,Camera.,2025-02-13,Done,C,-
S03178,History,Shoulder Term.,2025-01-15,Done,F,No
S12055,English,Clearly Sound Community.,2024-12-26, Done ,B-,No
S06562,English,Detail Should.,2024-10-30,Done,A+,-
S07704,History,Main Board Worker.,2024-09-28,Not Done,C,-
S00428,Geography,Dark Peace.,2025-01-30,Not Done,C-,No
S02440,Arabic,New Step Interest.,2024-12-10,Done,B,-
S04950,English,Seem Reveal.,2025-01-14,Not Done,A+,-
S11752,Arabic,Pass Artist.,2025-03-01,Done,F,Yes
S00368,History,Plant Senior.,2025-01-07,Not Done,F,No
S09065,Math,Around When Hand.,2025-02-07,Pending,F,-
S01592,History,Eye Animal Marriage.,2024-10-12,Done,D,No
S00157,Math,Democrat Speech Others Lay.,2024-12-18, Done ,B,Yes
S04266,Math,Production Cause.,2024-12-21, Done ,C-,No
S10864,History,Physical There.,2024-10-10, Done ,C,No
S00779,Science,About Entire.,2025-02-19,Pending,A+,-
S00054,Math,Live Seven.,2025-02-25,Not Done,B-,No
S07479,Math,Speak.,2025-02-26,Pending,D,Yes
S00758,Math,Political Left Tv Season.,2024-10-13,Done,A,Yes
S03122,Science,Use From Own.,2025-01-13,Done,B-,Yes
S04084,English,Single Score Interesting.,2024-10-03,Pending,D,-
S01811,Science,Seven.,2025-01-27,Done,D,Yes
S01083,Arabic,Strategy Mission Dinner.,2024-10-30,Not Done,C,No
S03552,Arabic,Tree No.,2024-12-16,Not Done,B,No
S07725,Arabic,Series Particular Course.,2024-12-31,Not Done,B-,No
S08068,Geography,Hospital Account Always.,2024-09-09,Done,F,Yes
S05709,Math,Believe Over.,2025-01-06, Done ,B-,Yes
S00098,Geography,Best Process.,2025-01-31, Done ,F,-
S10578,Arabic,Hear Strategy.,2024-09-09,Done,B-,No
S03971,Arabic,Would Close Ready.,2024-10-27, Done ,D,No
S04164,Arabic,Animal Gas.,2024-11-07,Done,B,Yes
S10035,Math,Whole Goal Card Food.,2024-11-29,Not Done,A,No
S06032,Science,Minute Mean Network.,2024-11-26,Done,A,Yes
S03702,English,Skill Land Eight.,2025-01-28,Not Done,F,Yes
S08686,Math,Do Wide.,2024-10-28,Done,D,No
S01669,History,Often Accept.,2025-02-06, Done ,D,No
S01636,History,Meet Serve.,2025-02-26,Not Done,C-,Yes
S01431,Geography,Show Quality Week.,2024-09-27,Pending,A,-
S02019,History,Quite Fast Though.,2024-10-06, Done ,F,Yes
S00552,Arabic,Seven Admit.,2025-02-04,Pending,D,-
S08480,English,Recently Charge Cell.,2025-03-04,Done,A+,No
S02963,Science,Everyone.,2024-10-15,Not Done,A+,Yes
S03386,Arabic,Whom No Per.,2024-10-03,Done,F,No
S04210,Geography,Wind.,2025-02-18,Not Done,C-,-
S02474,Arabic,Use Deal Trip.,2024-10-24, Done ,A+,No
S04102,English,Character Development Knowledge.,2025-02-26,Pending,C,Yes
S03143,English,Office Someone.,2024-10-30,Done,A,-
S05606,Arabic,No Base.,2024-11-29,Not Done,C,Yes
S03685,History,Nothing Truth Office.,2024-12-18,Done,A,Yes
S11351,Arabic,Himself Paper Strategy.,2024-11-16,Not Done,C-,-
S08265,Arabic,Another Series Situation.,2024-10-23, Done ,B,-
S11858,Science,Right Collection Determine.,2024-10-09,Done,F,No
S07318,English,Large Wind Ball.,2024-09-24, Done ,F,-
S05947,Science,Available None Your.,2024-11-01,Done,C,No
S04728,Science,Cause.,2024-09-27,Done,A+,No
S10918,Geography,Performance Note.,2024-12-13,Not Done,C-,-
S02006,History,Treatment Gun New.,2024-09-19,Not Done,D,No
S03599,Math,Card Attack.,2024-11-06,Pending,A+,Yes
S04055,History,Decision Sense.,2025-01-12,Not Done,C-,-
S01329,History,Case Structure National.,2025-01-10, Done ,F,Yes
S06425,Geography,Pick Day Think.,2025-02-11,Pending,A+,No
S00176,Arabic,Respond Main.,2024-10-02,Pending,C,Yes
S10518,English,Himself Table.,2025-03-09,Pending,B-,No
S11980,Geography,Apply Leg.,2024-12-24,Not Done,A+,-
S06892,Arabic,Ahead Situation.,2024-09-25,Not Done,C,No
S09959,Math,Against Theory Short.,2025-01-23, Done ,C,-
S01410,Science,Worker It Crime.,2024-09-25, Done ,C,No
S11908,English,Without Remain.,2025-02-09,Not Done,C,Yes
S07388,Science,College Scene.,2024-11-06,Not Done,B-,-
S07402,Math,Become Positive.,2024-10-25,Pending,F,-
S09790,Arabic,Growth.,2024-11-16,Done,F,No
S04351,Geography,Learn Analysis.,2025-02-18,Done,B,Yes
S04840,History,Yard Treat Lay.,2024-11-30,Done,C-,Yes
S04150,History,Cut Worker.,2024-12-06,Done,D,-
S00430,Geography,Prepare Never.,2025-01-30,Not Done,F,Yes
S07946,Arabic,Above Whatever Goal.,2025-03-01,Not Done,B,-
S00939,Math,Long Production Subject.,2025-02-27,Pending,B,No
S02456,Math,State Than Quickly.,2025-01-19,Pending,C,Yes
S05349,English,Like Practice Scene.,2024-09-10,Not Done,C-,-
S05052,Arabic,Subject Place.,2024-09-23,Done,C,No
S05663,English,Eat Indicate Team.,2024-10-27, Done ,C-,No
S05775,English,Must Road.,2024-12-05,Done,A+,No
S08379,Math,Teach Bank.,2024-09-24,Done,A,Yes
S09222,Science,Involve Reach.,2025-01-19, Done ,B,No
S00544,Math,Woman Third.,2025-02-02,Done,D,-
S08090,English,Wind Successful.,2024-12-04,Not Done,F,No
S10425,English,Career Maybe.,2024-10-21,Done,A,-
S02787,Science,Son Agent Seat.,2024-10-26,Not Done,A+,-
S02936,History,Early May Discuss.,2024-12-18,Done,C,-
S06555,Science,Thought Summer Bring All.,2024-12-18,Not Done,A+,Yes
S00983,History,Send State.,2025-02-21,Done,B,No
S09129,Math,Party Account Probably.,2025-01-22,Done,B,No
S04790,Math,Official Paper.,2024-12-04, Done ,B-,No
S02434,History,Pay Season.,2024-12-14,Not Done,C,-
S04375,Geography,Cell Particularly.,2024-10-31,Done,B,-
S09864,Science,Account Particular Interview.,2025-02-20,Not Done,B,-
S00780,Arabic,Hit.,2024-12-26, Done ,F,No
S04937,Math,Might.,2025-01-06, Done ,C-,-
S04746,Arabic,By Large.,2024-12-29,Done,F,Yes
S06917,Geography,Site Measure Check.,2024-09-27,Not Done,B,No
S08903,Arabic,Cause Face.,2024-12-15,Done,F,Yes
S10235,Math,Thus.,2024-12-17,Pending,C,No
S08820,Geography,Case Deep Paper.,2024-11-23,Done,C-,Yes
S07691,Geography,Herself Information Not.,2025-01-20,Pending,C,Yes
S09413,History,Year Cold.,2024-11-29,Done,D,-
S06463,Math,Win Both Shake.,2025-03-01,Done,F,Yes
S05010,Math,Product.,2025-02-20, Done ,B,-
S11581,English,Media Market East.,2024-11-02,Not Done,C,Yes
S10793,Geography,Affect Agree Note.,2025-02-09,Pending,D,No
S11625,History,Participant Person Maybe.,2025-02-24,Done,B,No
S07634,English,Stop By Environmental Explain.,2025-01-28,Done,A,No
S03622,Geography,Away Live.,2025-09-03,Done,C,Yes
S03379,History,Tough.,2025-02-13,Pending,B-,No
S04846,Math,Doctor Police.,2024-12-20,Done,A+,Yes
S03207,Arabic,Parent Enjoy.,2025-03-07,Done,F,-
S06150,Science,Station Law Life.,2024-10-11,Done,B,Yes
S09085,English,Hospital General.,2024-12-20,Done,A+,-
S09204,Arabic,Actually Dream These.,2024-12-27,Not Done,A,Yes
S05016,Math,Response Expert Car.,2025-02-13,Not Done,C-,-
S05280,Arabic,For Really.,2025-01-26,Not Done,C-,No
S05347,Math,Site Detail.,2024-10-28,Not Done,B-,No
S09018,Math,Than Relationship Laugh.,2025-01-13,Done,B-,No
S06577,Arabic,Better Up.,2024-11-05,Done,F,Yes
S00301,English,Success Official.,2024-11-14,Not Done,C,-
S06500,Math,Line Check.,2024-11-13,Done,B-,-
S07512,History,Cell Method Another.,2025-03-08,Pending,B,Yes
S11111,Math,Check.,2025-02-18,Done,B-,-
S10601,History,Foreign Successful It.,2024-11-17,Done,A,Yes
S09845,History,Member Add.,2024-09-17,Not Done,A+,Yes
S00222,History,Help.,2024-10-02,Not Done,B-,-
S11136,English,Participant Friend.,2025-01-07,Not Done,C-,No
S03578,History,Form Guy.,2024-12-01,Done,B,-
S02131,English,Ever Citizen Just.,2024-09-30,Not Done,C-,Yes
S06510,Geography,Trade Should Class.,2025-01-15,Not Done,F,Yes
S06324,Science,Quite Dog Both.,2024-09-08,Pending,B,-
S05186,Math,Good Direction President.,2025-01-14, Done ,D,Yes
S00960,Geography,Explain.,2025-02-26,Done,B-,-
S04428,Geography,Home Check Ground.,2025-03-04,Done,F,No
S06392,English,Really Step Mind.,2025-01-09,Not Done,B,Yes
S06989,Arabic,This But Success.,2025-01-10,Not Done,B-,No
S11870,Arabic,Road Now Game.,2024-09-19, Done ,B,Yes
S03880,English,Prepare Success Example.,2025-01-06,Not Done,F,Yes
S02944,Science,American White.,2024-10-06, Done ,B,No
S09967,Science,Outside Eat Sound.,2024-12-13,Not Done,A+,-
S02748,Geography,Son.,2024-10-06, Done ,B-,Yes
S07694,Geography,Manage Support Free.,2024-11-22,Not Done,D,-
S08887,Arabic,Collection Similar Surface.,2024-12-24,Done,C-,Yes
S02969,Arabic,Student.,2024-12-30,Not Done,D,Yes
S06405,English,Drug.,2024-09-26,Not Done,A,Yes
S03322,History,Adult Surface Institution.,2024-10-18,Done,A,No
S11061,Math,Difficult Store Memory Education.,2024-12-26,Not Done,A+,-
S00111,Math,His Government.,2024-12-08,Pending,F,Yes
S11224,Geography,Any.,2024-11-10,Not Done,B-,-
S03201,Geography,Left Mention.,2024-06-11, Done ,C,-
S10584,Math,Major Executive.,2025-02-03, Done ,F,No
S06105,English,Present Until Early Everything.,2024-10-10,Done,B-,-
S02017,English,Protect Physical Enter.,2024-10-08, Done ,A,-
S05490,Science,Consider Treatment.,2024-09-09,Pending,F,-
S05223,History,Reason Point Art.,2025-01-07,Done,D,Yes
S04422,History,Phone Season Cultural Bank.,2024-10-21,Pending,B-,No
S03598,Math,Window Your.,2024-09-30,Done,A,Yes
S03718,Arabic,Nature New Case.,2025-03-06,Done,B-,-
S03434,Geography,Cover Throughout.,2024-11-20,Not Done,C-,No
S01186,History,Remember State Town.,2024-10-08, Done ,A,-
S04070,Science,Want Grow.,2024-09-10,Not Done,A+,Yes
S11659,English,Family Rather Finish.,2025-03-03,Pending,A+,No
S11117,Science,Fall.,2024-06-12,Done,C-,No
S04039,Arabic,Specific Generation Girl.,2024-09-17, Done ,A+,Yes
S04086,Math,You Around.,2024-12-08, Done ,B-,No
S06530,Arabic,House Without.,2024-09-23,Done,F,-
S00354,Math,According Himself Total.,2025-01-22,Not Done,C,-
S01186,Science,Record Run Decision Listen.,2025-01-10,Not Done,B,Yes
S09652,Science,Send Pull Through.,2025-02-13,Pending,C,Yes
S08820,English,Fill Never.,2025-03-01,Not Done,D,No
S04296,English,Long Agent Determine Page.,2024-10-14,Not Done,B-,Yes
S07513,History,Concern Any.,2025-02-01,Done,A,Yes
S12055,History,Citizen.,2024-12-22, Done ,C,Yes
S01910,Arabic,Nor Six.,2025-02-14,Done,D,Yes
S09518,Science,Authority Begin.,2024-11-29, Done ,A+,No
S09850,Geography,Trouble Give.,2024-09-16,Not Done,A,-
S01579,Math,Will.,2024-10-21,Done,C-,No
S09470,Arabic,Term Already Him Certain.,2025-03-06,Done,F,Yes
S04447,English,Another Power Minute.,2025-02-27, Done ,C,Yes
S00330,English,Care Tax.,2024-10-11, Done ,F,-
S01889,Science,Color Share Ground.,2024-12-14,Pending,A+,No
S02104,Math,Man Produce Summer.,2024-11-30,Not Done,B-,Yes
S11701,Science,Assume.,2025-01-15,Pending,F,No
S01933,Math,That Politics Soldier.,2024-12-25,Not Done,D,-
S07378,Science,Do Discussion.,2024-10-07,Done,B-,-
S06155,Geography,Office I Whose Owner.,2024-12-11,Not Done,B-,Yes
S00315,Math,Candidate Operation.,2024-09-24,Done,A+,-
S08540,History,Design Professional.,2024-12-13,Done,F,No
S11988,Math,Line Fast.,2025-02-03,Not Done,F,-
S07785,Math,Wear Particular.,2024-11-06,Done,B-,Yes
S02767,Geography,Remember Front Again Art.,2025-01-03,Not Done,B-,-
S11947,History,Money On Everything.,2025-02-25, Done ,D,No
S11600,History,Should Friend Win.,2024-12-11, Done ,F,No
S00927,Arabic,Natural.,2025-03-07,Done,A,Yes
S11378,Math,Painting Sign.,2024-09-17,Not Done,B,-
S07730,History,Know Glass Traditional.,2025-02-13,Done,D,No
S02368,Arabic,Example Cost Military.,2025-01-27, Done ,C-,Yes
S03839,English,Second Mother High.,2024-12-04,Not Done,A,No
S05944,History,Protect Central Individual.,2024-10-03,Pending,D,Yes
S06381,Math,Though Audience.,2024-12-08,Not Done,D,Yes
S11780,Math,Pressure Recently Reflect.,2025-03-02,Not Done,C,-
S01304,Math,Movement Training Paper.,2025-02-22, Done ,C,-
S06945,Arabic,Ten Serious.,2024-12-11,Pending,C,Yes
S01140,History,Together Window.,2025-01-02,Not Done,A,-
S06842,Arabic,Miss Decide Improve.,2024-11-16,Not Done,B,No
S02725,Science,Ball The Hospital.,2024-11-17,Done,C-,Yes
S09697,Math,Direction Cultural.,2024-11-16,Not Done,B-,-
S01969,Geography,Investment Green Analysis.,2025-02-28,Not Done,A,No
S07706,Science,Office Pass Hotel.,2025-03-07, Done ,C,-
S09595,Science,Indeed Collection.,2024-10-15,Pending,B-,Yes
S08574,Science,Include Represent.,2024-11-13, Done ,B,-
S01515,Arabic,Top Available Station.,2024-12-15,Pending,C-,No
S08657,Geography,Bag Or.,2024-11-06,Done,B-,Yes
S00963,English,Simply Point.,2025-01-02, Done ,A+,No
S08080,Geography,Guess Rock.,2025-02-20,Done,B,No
S10988,Math,Make Card Make.,2024-09-24,Done,A,Yes
S07448,History,Ground Red.,2025-01-17,Done,C-,-
S05973,Arabic,Notice Response None Together.,2025-01-17,Done,C,-
S06221,English,Like Other White.,2024-11-15,Pending,B-,No
S05909,Science,Nearly Us Significant.,2025-02-27,Not Done,B-,No
S06108,Arabic,Last Politics.,2025-03-09,Not Done,D,-
S01949,English,Summer Couple Under.,2024-10-26,Not Done,C-,Yes
S00433,Science,Scene Career.,2024-10-30,Done,B,-
S01875,Geography,Change Age.,2024-10-13,Not Done,A,No
S09631,Arabic,Tree Chair Item.,2025-02-26,Done,C-,Yes
S00036,Geography,Modern Throw Long.,2025-01-27,Not Done,A,No
S07677,English,Generation Establish.,2025-01-03,Pending,C,-
S09792,Geography,Financial Fine Notice.,2025-02-15,Pending,B,No
S07397,History,Human.,2025-02-27,Not Done,A+,-
S10119,Science,Young.,2024-10-09,Pending,A,Yes
S10892,History,Building Model Three.,2025-02-01, Done ,A,Yes
S10493,Math,Discover Less.,2024-10-29,Not Done,A+,Yes
S03215,Math,Far Walk.,2024-11-07, Done ,A+,Yes
S02404,History,Deal Six Commercial I.,2025-01-10,Done,C,Yes
S08282,English,Ground Television.,2024-11-29,Not Done,F,Yes
S06777,History,Allow Very.,2024-11-24, Done ,A,-
S05972,English,Himself Keep Accept.,2025-03-05,Not Done,A,Yes
S10787,Arabic,Make Gas.,2024-10-13, Done ,C,No
S03620,Arabic,Respond Manage.,2024-11-30, Done ,B,Yes
S11899,History,Ago Traditional.,2024-12-02,Done,B,Yes
S04498,Science,Spring World Region Surface.,2024-12-31,Not Done,A+,Yes
S10233,History,Growth Individual Heart Remember.,2024-12-12,Done,B-,No
S01339,English,Director Stock Class.,2025-01-21, Done ,A+,No
S07887,English,Require Pay Consumer.,2025-01-14, Done ,F,-
S05783,Geography,Draw Alone Able.,2024-11-03,Not Done,B,No
S03594,English,Resource Tough.,2025-02-04,Not Done,C,-
S04149,Arabic,Front Power.,2024-11-18, Done ,B,-
S08192,Geography,Appear Hotel.,2024-09-28,Not Done,B,-
S00614,Geography,Including Knowledge.,2025-01-13, Done ,B-,No
S06459,English,Early To Generation.,2024-10-10,Done,F,-
S06772,History,Probably.,2025-01-12,Pending,A,No
S08765,Science,Far Six Trade.,2024-11-19, Done ,C-,-
S06845,Arabic,His Accept.,2024-12-02, Done ,D,-
S03289,Arabic,Stop Country.,2024-11-19,Done,C-,-
S03311,English,Thing South Research.,2025-02-03, Done ,B-,-
S11480,English,Five South.,2025-01-18,Done,D,Yes
S11445,History,Leader Back Up.,2024-09-11,Not Done,A+,-
S10199,Science,Firm Hotel Price.,2025-03-01,Not Done,B-,Yes
S03486,History,Identify Manager Ahead.,2024-10-30,Not Done,A,-
S08133,Arabic,Central See Here.,2024-11-26, Done ,D,-
S06627,Arabic,Stuff Clear Save.,2024-10-23,Done,C,No
S10795,Geography,Almost Performance.,2025-02-15,Pending,F,-
S07391,Math,Meeting Six Boy.,2025-01-07,Not Done,C-,-
S03520,Arabic,Quite Explain Write.,2024-12-06, Done ,C,Yes
S00283,Math,Away.,2024-10-01,Not Done,B-,No
S02028,History,Out Successful.,2025-01-04,Done,B,-
S08798,Science,Remember News Democratic.,2024-04-11,Not Done,B-,No
S02231,Geography,On Morning.,2024-10-01,Not Done,A+,No
S09883,English,Understand Technology Memory Well.,2024-10-21,Not Done,C,Yes
S06922,Arabic,Responsibility Administration.,2024-09-30,Pending,C-,-
S02868,History,Begin Deep.,2024-09-18, Done ,B,Yes
S02301,Geography,Main.,2025-01-28,Done,C,-
S09820,Science,Hundred Section Fill.,2024-10-03, Done ,A,-
S11491,Arabic,Station Around.,2025-06-02,Not Done,C,Yes
S09473,History,Most Say.,2025-01-24,Not Done,B-,No
S07644,Arabic,Follow Economy Quite.,2024-09-30,Not Done,C,No
S10939,Science,See Adult.,2025-03-09,Not Done,A+,-
S00625,Arabic,Citizen.,2025-03-05,Done,C-,Yes
S10564,History,Little Explain Third.,2024-10-30,Pending,C-,Yes
S03511,Math,Style Us Six Debate.,2024-09-12,Done,C,-
S09912,English,Certainly Public Seat.,2024-11-05,Done,C-,No
S03524,Geography,Design.,2025-02-07,Done,C,-
S11261,Arabic,Wide Ok Past.,2025-02-03,Not Done,C,Yes
S10865,History,Example Entire Rest.,2025-01-24,Done,C,No
S09250,Science,Item.,2024-11-05,Done,F,Yes
S10123,English,Ok Professor.,2025-01-23, Done ,C,No
S01111,History,Away Between Bed.,2025-01-16,Pending,D,-
S07998,History,Drug Require.,2024-12-15,Done,A,No
S02841,English,Ever Subject Single.,2025-01-20, Done ,C,Yes
S05270,History,These Image Artist.,2024-10-02,Done,C-,No
S10307,Geography,Chance Owner Employee.,2024-11-01,Not Done,F,Yes
S04337,Math,Financial Most Because.,2024-09-18,Done,A+,-
S00157,History,Without Before Hair.,2024-11-24,Not Done,B-,Yes
S03272,Arabic,Field Budget.,2024-09-10,Not Done,C,-
S06978,Math,Truth.,2024-11-11, Done ,B-,-
S08616,Arabic,Throw Major.,2024-12-22,Done,B,No
S08432,History,Decision Theory International Need.,2024-11-17,Pending,F,No
S08513,English,Among Particularly Over.,2024-05-12,Not Done,A+,-
S01641,Geography,Cause Once Tend.,2025-01-03,Done,A,Yes
S03863,English,Behavior Them Child Decide.,2024-10-05,Pending,F,No
S06230,Geography,Case Debate Specific.,2024-10-25,Done,B-,No
S09110,Science,Letter Last Although.,2024-12-27,Done,C,No
S05216,Arabic,Government Its Control.,2025-01-01,Pending,B-,-
S10486,Science,Treat Street.,2024-03-10,Done,A,No
S01505,History,Family During.,2024-10-11,Not Done,F,Yes
S00099,Geography,Risk Along.,2024-11-11,Not Done,B-,Yes
S01545,English,Benefit Enough Answer.,2025-02-01,Not Done,C-,Yes
S07837,Arabic,Exactly Detail Nature Indeed.,2024-10-21,Not Done,A+,Yes
S03654,Math,Democratic Food.,2024-12-14,Pending,D,-
S03024,Arabic,Expect Explain Issue.,2024-09-19,Pending,B-,Yes
S01831,Math,Movement Stay Simply.,2024-11-29,Not Done,B-,No
S06705,History,Third Standard Husband All.,2024-10-26,Not Done,F,Yes
S01575,Science,Hand Education.,2024-10-12,Pending,C-,No
S11035,History,Majority Turn See.,2024-12-21,Not Done,B,Yes
S08270,Arabic,Door Mr.,2024-10-06,Not Done,A,-
S04845,Math,Garden Building Itself.,2024-10-30, Done ,C,-
S08385,Geography,Their Peace.,2024-10-21,Not Done,A,Yes
S09169,Science,Sit Matter Item.,2024-12-18,Done,A+,-
S11597,Science,How Exactly.,2025-03-06,Pending,A+,Yes
S11248,Geography,Civil.,2024-11-16, Done ,F,Yes
S00087,English,Stuff See.,2025-01-06,Done,A+,-
S06389,Arabic,Tree They.,2024-11-19,Done,A+,-
S00704,Arabic,Head Own.,2024-09-26, Done ,C,No
S01376,Math,Fight.,2025-02-24,Done,A+,-
S10397,English,Media Technology Need.,2024-09-23, Done ,C,-
S03382,Geography,Mind State Enjoy.,2025-02-26,Not Done,D,No
S04124,English,Notice Inside.,2024-12-31,Done,F,Yes
S12034,History,Bit Pass.,2025-02-13,Not Done,B,-
S01298,History,Politics Program.,2024-11-05,Not Done,A+,Yes
S11200,Arabic,Rest Notice.,2024-09-17,Done,B,-
S01753,Science,Young.,2024-12-27,Not Done,A,No
S09218,Geography,Security.,2024-10-23,Not Done,B-,-
S09602,Arabic,Commercial Enter.,2024-09-28, Done ,C-,No
S03038,English,Action Develop.,2025-02-19,Done,A,Yes
S09368,Math,Send Letter No Range.,2024-11-14,Done,C-,Yes
S06149,English,Shake Anything Base.,2024-12-11,Not Done,A,No
S09126,History,Gun Everything One Society.,2024-01-12,Not Done,A+,-
S02863,Geography,Near Hour.,2025-01-13, Done ,A+,-
S10033,Math,Child Building Agency Big.,2024-12-09,Done,C,Yes
S04786,History,Along Performance Suddenly.,2025-08-01,Not Done,A,Yes
S06400,Science,Agent Head.,2024-09-13,Not Done,A+,No
S09263,Arabic,Everybody Leave.,2025-01-27,Done,D,-
S03352,Science,Too Control.,2025-01-08,Done,B,Yes
S05602,Science,Successful Democratic Movie.,2024-12-19,Done,B-,No
S05471,History,Various Recognize.,2024-07-12,Not Done,D,Yes
S09562,English,Travel Rich Final.,2025-01-10,Done,B-,No
S11466,Science,Among Democrat.,2025-02-24, Done ,B-,No
S02336,Geography,Carry My Off.,2024-11-27,Done,D,No
S00706,Science,Close.,2025-01-28, Done ,B-,Yes
S11670,History,Election Try When.,2025-01-10, Done ,D,No
S05717,Geography,Manager People Idea.,2025-01-31,Pending,B,No
S09712,Geography,While Wear.,2024-09-08,Done,A+,Yes
S06925,Geography,Federal Interesting Group Back.,2025-02-24,Not Done,B-,-
S07991,History,Difficult Material.,2024-12-10,Done,A+,Yes
S10728,Math,This She Term.,2024-02-12,Pending,B-,No
S05152,Geography,Others Result Dog.,2025-07-01,Not Done,F,Yes
S08096,Arabic,Meet Present Social.,2025-01-03,Done,B-,Yes
S02929,English,Catch Organization.,2025-01-16,Done,C-,Yes
S07330,Math,Certain Artist Item Room.,2024-10-18, Done ,D,-
S03945,Geography,Soon Peace.,2024-11-09,Done,D,Yes
S11816,English,Explain Move Wall.,2025-02-18,Done,A,No
S09008,Math,Land Protect.,2024-11-17,Not Done,C-,Yes
S07594,Math,Out Its.,2024-12-06,Not Done,A+,No
S04172,History,Human Federal.,2025-02-15,Pending,A+,Yes
S09192,Science,Structure Gun Lose Focus.,2025-02-02,Done,D,Yes
S11192,English,Run.,2024-10-31,Done,D,No
S11057,Math,Account Many.,2025-02-11,Not Done,A+,No
S05347,Geography,World Tend.,2024-10-09,Done,A+,Yes
S00613,Geography,Film Word.,2024-10-14,Done,D,-
S01296,Arabic,Front Note Do.,2025-01-08, Done ,F,Yes
S08127,Math,Thing Visit Trial.,2024-11-15,Done,D,Yes
S07299,History,Candidate Decision Movie.,2024-11-22,Done,B,Yes
S10703,Geography,Fine Talk Far.,2024-10-27,Not Done,A,-
S02049,Science,Simply Oil Wish.,2024-12-10,Not Done,C-,Yes
S01678,Science,Buy Marriage.,2024-10-09,Done,A,Yes
S02919,English,Put Model Appear.,2024-11-05,Not Done,C,No
S01258,Math,Medical Group.,2024-09-12,Not Done,B-,Yes
S01993,Science,Color Director Watch.,2024-12-12,Done,A,-
S02906,History,Might Tough.,2024-11-23,Done,F,No
